,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
8008,RO87000,California,2688.878609,No,Basic,High School or Below,,Employed,M,50719.0,Suburban,,68.0,,28.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,394.248334,Four-Door Car,Medsize
8009,YU35148,Washington,4749.127521,No,Extended,Bachelor,1/10/11,Unemployed,,0.0,,Married,123.0,33.0,35.0,,1.0,Personal Auto,Personal L2,Offer3,Call Center,590.4,SUV,Medsize
8010,BW51534,California,8364.502793,No,Basic,High School or Below,1/16/11,Unemployed,,,Suburban,Married,110.0,7.0,,0.0,5.0,Corporate Auto,Corporate L2,,Branch,,SUV,Small
8011,ER50891,California,3450.328786,No,Extended,High School or Below,1/7/11,Employed,M,39248.0,Urban,Married,87.0,27.0,22.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,386.765125,Four-Door Car,Medsize
8012,LM63497,,2935.838245,No,Extended,College,2/6/11,Unemployed,F,0.0,Suburban,Single,82.0,11.0,35.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,590.4,Four-Door Car,Medsize
8013,DE71115,Washington,2772.502139,No,Basic,High School or Below,1/15/11,Employed,M,68463.0,Suburban,Married,70.0,19.0,67.0,1.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,336.0,Four-Door Car,
8014,AX71238,California,3963.40327,No,Extended,High School or Below,,Employed,M,38096.0,Suburban,Divorced,99.0,3.0,28.0,0.0,1.0,,Personal L1,Offer1,Agent,475.2,,Medsize
8015,IZ50034,,8062.546117,No,Basic,College,2/14/11,,M,42124.0,,Married,101.0,3.0,78.0,0.0,6.0,,Personal L2,Offer4,,,SUV,Medsize
8016,AR75105,California,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073.0,Suburban,Divorced,106.0,25.0,54.0,,3.0,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small
8017,LX77880,Oregon,4855.773614,,Basic,Bachelor,2/7/11,Employed,,24149.0,Suburban,Married,61.0,15.0,10.0,0.0,3.0,Personal Auto,Personal L1,Offer1,,292.8,Four-Door Car,Small
8018,PQ72803,Washington,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312.0,Suburban,Married,78.0,10.0,63.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,486.278557,Four-Door Car,Large
8019,PV99529,Arizona,2724.430809,No,Extended,Bachelor,1/7/11,Unemployed,M,0.0,Suburban,Divorced,,15.0,31.0,,1.0,Personal Auto,Personal L1,Offer1,Branch,404.82483,Two-Door Car,Medsize
8020,UW10841,California,9976.24549,No,Basic,Bachelor,2/21/11,,M,74115.0,Urban,Married,63.0,24.0,24.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,275.349481,Four-Door Car,Medsize
8021,UO93347,California,3755.260251,No,Extended,High School or Below,2/24/11,Employed,M,34624.0,Urban,Married,95.0,28.0,66.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,270.370335,Four-Door Car,Medsize
8022,WK46492,Arizona,9642.214529,No,Extended,Bachelor,2/22/11,Employed,F,36108.0,Suburban,,128.0,5.0,35.0,2.0,,Personal Auto,Personal L2,,,,SUV,Large
8023,DO70918,Nevada,4573.998134,No,Extended,High School or Below,1/5/11,Unemployed,F,0.0,,Single,127.0,22.0,53.0,0.0,1.0,Special Auto,Special L2,Offer1,Agent,914.4,Sports Car,Small
8024,KG71396,,4017.055485,,,High School or Below,1/29/11,Unemployed,M,0.0,Suburban,Single,118.0,23.0,54.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,,959.849922,Two-Door Car,Medsize
8025,,Nevada,12052.88693,No,Basic,,1/13/11,Employed,F,43184.0,Urban,Divorced,,6.0,81.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Web,376.836888,,Small
8026,AT98182,California,2525.419695,No,,Doctor,1/18/11,,F,0.0,Rural,Married,,9.0,37.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,146.301396,Four-Door Car,
8027,GP67583,,8207.777598,No,Premium,College,1/12/11,Employed,M,35349.0,Suburban,Married,102.0,7.0,2.0,0.0,4.0,,Personal L3,,Web,489.6,Four-Door Car,Medsize
8028,,California,4569.8758,No,Extended,,1/25/11,Unemployed,F,0.0,,Married,,,75.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,250.723005,SUV,Large
8029,UR42360,California,16979.79757,Yes,Basic,Bachelor,1/17/11,,M,35095.0,Suburban,Divorced,,25.0,,0.0,2.0,,Personal L1,Offer2,Call Center,525.6,Two-Door Car,Small
8030,IK74329,Arizona,18061.91837,No,Basic,High School or Below,,Medical Leave,F,13164.0,Rural,Single,70.0,0.0,45.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,75.393383,Two-Door Car,Medsize
8031,WJ20394,,5191.047011,No,,High School or Below,2/14/11,Unemployed,M,0.0,Suburban,,141.0,7.0,,0.0,1.0,Corporate Auto,Corporate L2,Offer4,Web,676.8,SUV,Medsize
8032,PF26758,Oregon,,No,Extended,,,Employed,F,94880.0,Urban,Single,79.0,,73.0,3.0,3.0,Special Auto,Special L2,Offer1,Agent,347.595108,Four-Door Car,
8033,DK81475,Nevada,4619.449922,No,Basic,College,1/3/11,Employed,M,95301.0,Suburban,Married,114.0,34.0,43.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Call Center,547.2,,Large
8034,DK93464,,8571.480718,No,Premium,,1/23/11,Employed,F,56202.0,Urban,Married,107.0,19.0,33.0,0.0,8.0,Personal Auto,Personal L1,,Agent,,Two-Door Car,Medsize
8035,XS76166,Oregon,3245.479985,No,,College,1/17/11,Employed,F,35592.0,Suburban,,,34.0,38.0,0.0,,Personal Auto,Personal L3,Offer4,Call Center,496.805418,Two-Door Car,Small
8036,TZ76531,California,12489.21197,No,Premium,High School or Below,2/3/11,Unemployed,M,0.0,Suburban,Married,,4.0,13.0,0.0,2.0,,Personal L3,Offer3,Call Center,542.4,,
8037,RC22595,Arizona,3799.746262,No,Premium,College,1/11/11,Unemployed,F,0.0,Suburban,Married,102.0,1.0,99.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,
8038,IA90990,California,10004.74874,No,Extended,High School or Below,1/27/11,Unemployed,F,0.0,Suburban,Single,89.0,6.0,55.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Branch,640.8,,Medsize
8039,QQ69088,Washington,5577.669457,No,Basic,Doctor,1/17/11,Disabled,M,11097.0,,Married,,26.0,50.0,,,Corporate Auto,Corporate L3,Offer3,Web,,Two-Door Car,Small
8040,ED59130,Arizona,16705.10312,No,Extended,Bachelor,1/19/11,Employed,M,74900.0,Suburban,Married,,31.0,63.0,0.0,6.0,Personal Auto,Personal L1,,Call Center,998.4,Luxury SUV,Medsize
8041,SC90717,California,31864.8589,No,Extended,Doctor,2/8/11,Employed,M,23576.0,Urban,Married,89.0,8.0,72.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Web,383.508096,Four-Door Car,Medsize
8042,,Nevada,,No,Extended,,1/27/11,Disabled,F,,Suburban,Married,95.0,26.0,37.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Branch,,,Medsize
8043,JU75786,Oregon,7203.133626,No,Extended,Master,1/10/11,Unemployed,,0.0,Rural,Married,95.0,3.0,29.0,0.0,9.0,Personal Auto,Personal L2,Offer1,Agent,149.843223,,Medsize
8044,TU68427,,2649.658715,,Basic,High School or Below,2/3/11,Unemployed,F,0.0,Suburban,Single,73.0,,93.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,350.4,Two-Door Car,Medsize
8045,YD28431,California,6991.614179,No,Extended,Master,2/9/11,Employed,F,66346.0,,Married,87.0,15.0,7.0,1.0,4.0,Personal Auto,Personal L1,Offer4,Agent,78.179743,Four-Door Car,Large
8046,MY56715,Oregon,3380.712383,No,Extended,Bachelor,,Employed,M,58109.0,Suburban,Divorced,86.0,9.0,6.0,0.0,,Corporate Auto,Corporate L3,,Branch,412.8,Two-Door Car,Medsize
8047,NF60680,Arizona,20096.89337,Yes,Basic,,1/1/11,Employed,F,92766.0,Suburban,Married,71.0,17.0,15.0,,2.0,Personal Auto,,Offer2,Agent,379.029102,Two-Door Car,Large
8048,BD70337,,24706.92011,No,Basic,High School or Below,1/7/11,Medical Leave,M,26307.0,Urban,Married,,26.0,1.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Call Center,313.192439,Four-Door Car,Medsize
8049,DM77491,Oregon,7416.466665,No,Basic,Bachelor,1/16/11,Unemployed,M,0.0,Urban,Married,69.0,6.0,52.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Call Center,238.057939,Four-Door Car,Medsize
8050,EV57176,California,5605.380417,No,,High School or Below,1/21/11,Employed,F,21171.0,Suburban,Divorced,72.0,2.0,40.0,0.0,3.0,Corporate Auto,Corporate L3,Offer4,Call Center,345.6,Four-Door Car,Large
8051,CQ76876,California,13749.37083,No,Premium,College,1/9/11,Employed,F,82753.0,Rural,,114.0,3.0,42.0,0.0,,Personal Auto,Personal L1,Offer1,Web,,Four-Door Car,Medsize
8052,QI89498,Oregon,,No,,College,1/14/11,Unemployed,F,0.0,Suburban,Single,,8.0,,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,757.206098,,Small
8053,BH43020,California,,No,Extended,Bachelor,1/10/11,Employed,M,39754.0,Rural,Married,85.0,2.0,35.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,62.282034,Four-Door Car,Medsize
8054,EC66666,Arizona,7296.493236,,Basic,College,1/1/11,,F,0.0,Suburban,,67.0,29.0,88.0,,2.0,Personal Auto,Personal L1,Offer1,,321.6,Two-Door Car,Medsize
8055,EO74797,Arizona,,No,Extended,Bachelor,1/24/11,Unemployed,F,0.0,Suburban,Single,76.0,17.0,,,2.0,Personal Auto,Personal L2,Offer2,Agent,364.8,Four-Door Car,Large
8056,,Nevada,14837.50253,No,Basic,High School or Below,2/4/11,Unemployed,M,,Suburban,Single,70.0,18.0,46.0,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,712.619939,Four-Door Car,Medsize
8057,KC79907,Arizona,7441.004843,No,Basic,College,2/12/11,Employed,F,91915.0,Rural,,186.0,0.0,,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,93.56694,Luxury Car,Medsize
8058,XW34862,Nevada,11981.98481,Yes,Basic,,1/20/11,Retired,F,21514.0,Urban,Married,62.0,0.0,59.0,0.0,,Special Auto,Special L3,Offer1,Agent,257.248789,Two-Door Car,
8059,RI76930,California,4163.04081,,Basic,College,2/12/11,Employed,,43276.0,Suburban,Married,104.0,16.0,11.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,499.2,SUV,Large
8060,XZ40716,California,8054.982035,No,Premium,High School or Below,1/18/11,Employed,F,75531.0,Suburban,Single,102.0,2.0,13.0,0.0,4.0,Personal Auto,,Offer1,Web,489.6,Four-Door Car,Medsize
8061,ZC75052,California,22658.53652,Yes,Basic,Bachelor,1/25/11,Retired,M,23665.0,Suburban,,67.0,19.0,,0.0,2.0,Personal Auto,Personal L3,Offer1,,404.817249,Four-Door Car,Medsize
8062,DH51686,Arizona,4048.722426,No,,,2/20/11,Unemployed,F,0.0,Suburban,Single,118.0,9.0,26.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Web,566.4,Four-Door Car,Small
8063,HJ89045,California,10288.92495,No,Extended,Bachelor,1/15/11,Employed,F,96337.0,Suburban,Married,127.0,19.0,12.0,,3.0,Personal Auto,Personal L2,Offer3,Branch,609.6,SUV,Medsize
8064,DJ34695,California,21920.81339,,Basic,High School or Below,1/27/11,,,60180.0,Suburban,Married,183.0,14.0,70.0,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Branch,988.533256,,Medsize
8065,KR89806,,16468.22079,Yes,,High School or Below,1/27/11,Unemployed,F,0.0,Suburban,Divorced,63.0,4.0,52.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,685.12694,Four-Door Car,Medsize
8066,OX62816,Washington,5167.357134,No,Basic,Master,1/23/11,Employed,M,30376.0,,Single,66.0,26.0,16.0,0.0,6.0,Personal Auto,Personal L1,Offer1,,316.8,,Small
8067,WM36886,California,5757.442258,Yes,Basic,Master,1/31/11,Employed,M,88997.0,Rural,Divorced,72.0,9.0,71.0,0.0,3.0,,Corporate L2,Offer2,Branch,174.041566,Four-Door Car,Small
8068,BE92692,Oregon,2487.777024,No,,Bachelor,2/21/11,,,69236.0,Rural,Married,63.0,31.0,83.0,1.0,1.0,Personal Auto,,Offer3,Branch,110.868874,Four-Door Car,Medsize
8069,JV79596,,14594.45235,No,Basic,Bachelor,,Disabled,F,27627.0,Suburban,Married,,10.0,43.0,0.0,2.0,Special Auto,Special L2,Offer3,Call Center,453.6,Two-Door Car,Small
8070,KA49711,Nevada,5320.343098,No,Basic,,2/12/11,Employed,M,77524.0,Rural,Married,68.0,12.0,95.0,3.0,6.0,Corporate Auto,,Offer3,Call Center,,Four-Door Car,Small
8071,YI68606,Oregon,2442.200921,No,Basic,High School or Below,2/12/11,Employed,F,75449.0,Rural,Divorced,,3.0,,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,,Two-Door Car,Medsize
8072,AU11344,Oregon,5142.389806,,Extended,Bachelor,1/15/11,Employed,F,35666.0,Rural,Divorced,131.0,12.0,76.0,0.0,1.0,Personal Auto,Personal L2,,Call Center,312.110029,SUV,Small
8073,BG42047,Nevada,2511.944048,No,,College,1/15/11,Medical Leave,,17658.0,Suburban,Married,65.0,10.0,44.0,,,Personal Auto,Personal L3,Offer3,Web,312.0,,
8074,CF73234,Oregon,2629.315549,No,Basic,High School or Below,,Unemployed,M,,Suburban,,71.0,0.0,44.0,0.0,,Corporate Auto,Corporate L1,Offer2,Branch,340.8,Four-Door Car,Large
8075,VE85103,Nevada,2449.128459,No,Basic,College,1/8/11,,M,,Suburban,Married,,24.0,76.0,4.0,1.0,Personal Auto,Personal L2,Offer4,Agent,345.6,Four-Door Car,Large
8076,LN99977,California,4061.997378,,Basic,,1/27/11,Employed,F,30061.0,Suburban,Single,104.0,4.0,22.0,0.0,1.0,,Special L2,Offer1,Web,499.2,Sports Car,Large
8077,CR56473,Nevada,5252.511788,No,Basic,High School or Below,1/22/11,Unemployed,M,0.0,Suburban,Single,74.0,32.0,62.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize
8078,YP32443,Oregon,4372.194536,No,Basic,Bachelor,,Medical Leave,M,20354.0,Suburban,Married,116.0,23.0,,,1.0,Personal Auto,Personal L1,Offer3,,556.8,SUV,Medsize
8079,MQ46375,Oregon,15320.21872,No,Basic,Bachelor,1/2/11,Employed,M,36637.0,Suburban,Married,192.0,28.0,52.0,0.0,3.0,Corporate Auto,Corporate L2,Offer4,Branch,921.6,Luxury Car,Medsize
8080,VU30980,California,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0.0,Suburban,,131.0,34.0,61.0,0.0,9.0,Personal Auto,Personal L2,Offer1,Agent,628.8,SUV,Medsize
8081,JX50349,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860.0,Urban,Married,62.0,26.0,81.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,208.598246,Four-Door Car,Medsize
8082,DH34004,California,6191.402312,No,Basic,College,2/6/11,Unemployed,M,0.0,Suburban,Married,199.0,4.0,29.0,3.0,1.0,Personal Auto,Personal L3,Offer2,,955.2,Luxury Car,Medsize
8083,DU66880,Arizona,13583.6249,No,Premium,High School or Below,1/5/11,Employed,M,58544.0,Suburban,Married,114.0,19.0,48.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,769.788818,Four-Door Car,Medsize
8084,QH87479,Oregon,,No,Extended,,1/6/11,Employed,F,54586.0,Rural,Married,76.0,1.0,91.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Branch,122.590766,,Large
8085,,,2952.581331,No,Basic,High School or Below,2/15/11,Employed,F,57248.0,Suburban,Married,,31.0,17.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small
8086,PX99904,California,4949.389491,No,Extended,Bachelor,2/6/11,Unemployed,F,0.0,Suburban,Single,134.0,15.0,3.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Branch,,Sports Car,Small
8087,TD43065,California,,No,Basic,Bachelor,1/30/11,Employed,M,66037.0,Rural,Married,69.0,2.0,83.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,69.004181,Four-Door Car,Medsize
8088,,Nevada,4170.687348,Yes,,Master,1/17/11,Employed,F,29462.0,Suburban,Single,107.0,28.0,23.0,1.0,1.0,,Corporate L2,Offer2,Branch,513.6,SUV,Large
8089,,California,,,Extended,Bachelor,2/18/11,Employed,M,64541.0,,Married,86.0,16.0,43.0,0.0,2.0,Personal Auto,,Offer3,Agent,256.279637,Four-Door Car,Small
8090,NG15645,California,,No,,Master,1/11/11,Employed,F,,,Married,71.0,33.0,35.0,0.0,1.0,Personal Auto,,Offer2,Web,134.104322,Four-Door Car,Medsize
8091,HH69970,California,6282.082435,No,Extended,Bachelor,1/5/11,Employed,F,32311.0,Urban,Married,79.0,10.0,23.0,0.0,,Corporate Auto,Corporate L3,Offer1,Agent,207.289724,Four-Door Car,Large
8092,YJ57293,California,2776.842204,No,,College,2/4/11,Medical Leave,M,23830.0,Suburban,Married,76.0,24.0,22.0,,,,Corporate L3,Offer4,Web,364.8,,Medsize
8093,BV22194,Arizona,14194.15441,No,Basic,High School or Below,2/13/11,Employed,F,88178.0,Suburban,,,32.0,78.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,336.0,Two-Door Car,Medsize
8094,UH22701,Oregon,9726.551005,No,,Master,1/1/11,Employed,,72236.0,Suburban,Married,80.0,2.0,29.0,0.0,,Personal Auto,Personal L3,Offer2,Call Center,518.064733,Four-Door Car,Medsize
8095,IA85970,California,8099.466122,No,Basic,Bachelor,2/7/11,Unemployed,F,0.0,Urban,Divorced,112.0,19.0,42.0,0.0,6.0,,Personal L3,Offer1,Branch,438.812143,SUV,Medsize
8096,TC18240,Oregon,5020.473987,No,Basic,College,1/29/11,Employed,M,67890.0,Urban,Married,63.0,23.0,26.0,0.0,,Personal Auto,Personal L3,Offer1,Agent,174.08854,,Medsize
8097,GE58317,Arizona,4834.710493,Yes,Basic,College,1/31/11,Employed,F,,,Divorced,66.0,31.0,69.0,4.0,6.0,,Personal L3,Offer2,,316.8,Four-Door Car,Medsize
8098,GW42895,Oregon,17625.53763,No,Basic,Bachelor,1/25/11,Employed,F,,Urban,Married,63.0,30.0,18.0,0.0,2.0,Personal Auto,Personal L3,,Agent,217.554695,Four-Door Car,Medsize
8099,,California,11009.13049,Yes,Premium,Bachelor,1/24/11,,F,,Suburban,Single,283.0,16.0,43.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,Medsize
8100,XK87182,Oregon,4502.207001,No,Premium,College,1/25/11,Employed,,46402.0,Urban,Married,113.0,7.0,2.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,,Four-Door Car,Medsize
8101,HB17438,,10570.7888,,Extended,,2/21/11,Employed,M,92044.0,Urban,Married,132.0,,77.0,0.0,3.0,,Personal L1,Offer4,Web,617.288574,SUV,Medsize
8102,DH18269,Arizona,10614.64457,No,Extended,College,1/13/11,Medical Leave,M,16040.0,Suburban,,96.0,,93.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,611.476898,Two-Door Car,
8103,DP19820,Oregon,11436.42994,No,,,1/15/11,Unemployed,M,,Suburban,Single,135.0,12.0,84.0,4.0,2.0,,Personal L2,Offer2,Branch,980.52817,SUV,Small
8104,IK64989,Washington,,Yes,Basic,,1/2/11,Retired,M,17622.0,Suburban,Divorced,65.0,1.0,36.0,1.0,3.0,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Medsize
8105,,Arizona,5558.31428,No,Premium,Bachelor,2/20/11,Unemployed,F,0.0,Suburban,Single,188.0,5.0,61.0,4.0,1.0,Personal Auto,,Offer3,Agent,2156.011022,SUV,Medsize
8106,VO29645,Oregon,5169.49937,Yes,Basic,High School or Below,,Medical Leave,M,12430.0,Suburban,Single,,22.0,13.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize
8107,GP83239,California,,,Extended,College,1/14/11,Employed,M,58414.0,,Single,210.0,7.0,24.0,2.0,1.0,Personal Auto,Personal L3,Offer2,Agent,1008.0,Luxury SUV,Small
8108,GQ21970,Nevada,24108.30057,No,Basic,Bachelor,1/28/11,Disabled,F,17257.0,Suburban,,70.0,1.0,88.0,0.0,2.0,,Personal L2,Offer1,Call Center,,Four-Door Car,Small
8109,HP40365,Oregon,5638.046345,No,Basic,College,2/5/11,Employed,F,70492.0,Urban,Divorced,,29.0,82.0,0.0,7.0,Personal Auto,Personal L2,Offer3,Web,328.362698,Two-Door Car,Medsize
8110,UX87150,California,7680.147853,No,Extended,College,1/1/11,Employed,M,68229.0,Suburban,Married,96.0,11.0,41.0,0.0,5.0,Corporate Auto,Corporate L2,Offer4,Branch,,Four-Door Car,Medsize
8111,OZ30867,,8409.067687,No,,High School or Below,2/23/11,Employed,,33397.0,Suburban,,106.0,31.0,15.0,0.0,5.0,Personal Auto,Personal L3,Offer4,,508.8,SUV,Medsize
8112,LC60153,California,12341.83389,No,Basic,Bachelor,1/13/11,Employed,M,72503.0,Urban,Single,106.0,29.0,99.0,0.0,2.0,Personal Auto,Personal L2,Offer3,,295.821353,SUV,Large
8113,OX87524,California,2611.128028,No,Basic,Master,2/20/11,Employed,F,90349.0,Suburban,Divorced,64.0,31.0,77.0,0.0,1.0,,,Offer4,Branch,435.7186,Four-Door Car,Medsize
8114,,California,6081.481291,No,Extended,High School or Below,,Unemployed,M,0.0,Suburban,Single,87.0,24.0,23.0,0.0,7.0,Corporate Auto,Corporate L2,Offer2,Agent,626.4,Four-Door Car,Large
8115,DB79306,California,4416.345862,No,,College,1/4/11,Employed,M,,Urban,Married,117.0,26.0,49.0,3.0,1.0,,Personal L1,Offer4,Web,486.545439,SUV,Small
8116,EM77767,Oregon,10932.21496,No,Basic,College,2/19/11,Employed,F,72462.0,Urban,Married,68.0,8.0,70.0,0.0,2.0,,Personal L3,Offer2,Call Center,272.737308,Two-Door Car,Medsize
8117,PH78214,Oregon,5427.174517,No,Basic,College,2/11/11,Medical Leave,F,27677.0,Suburban,Married,72.0,10.0,82.0,1.0,3.0,Personal Auto,Personal L3,Offer2,Agent,345.6,Four-Door Car,Medsize
8118,LY17996,California,6190.316839,No,Extended,High School or Below,1/26/11,Medical Leave,M,25743.0,Suburban,Married,79.0,,63.0,0.0,8.0,Personal Auto,Personal L3,Offer4,Branch,596.2476,Two-Door Car,Large
8119,,Oregon,4523.752381,No,Basic,,2/13/11,Employed,,74935.0,Rural,Married,112.0,15.0,,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,192.859737,SUV,Medsize
8120,SD38003,California,2482.38724,No,Basic,Bachelor,1/19/11,Unemployed,M,0.0,Suburban,Single,71.0,13.0,50.0,0.0,1.0,Personal Auto,Personal L2,Offer1,,511.2,Four-Door Car,Medsize
8121,QC30094,Oregon,6903.946532,No,Extended,,2/5/11,,F,,Suburban,Married,92.0,9.0,12.0,,4.0,Corporate Auto,,Offer1,Call Center,571.549745,,Small
8122,KH92987,Arizona,21740.02913,No,Extended,High School or Below,1/3/11,Employed,,30095.0,Suburban,Married,,0.0,94.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Web,652.8,SUV,Medsize
8123,OB32671,,37939.48817,,Basic,,,Employed,F,20587.0,Urban,Married,106.0,14.0,21.0,0.0,2.0,Personal Auto,Personal L3,Offer3,,363.77598,SUV,Small
8124,CD26907,California,31215.68581,No,Basic,,1/6/11,Unemployed,M,,Suburban,Single,117.0,9.0,12.0,0.0,2.0,Personal Auto,Personal L3,,Web,1227.822079,Sports Car,
8125,YY46839,Washington,8482.456771,No,Premium,High School or Below,1/30/11,Employed,F,29628.0,Suburban,Married,106.0,29.0,45.0,0.0,,,Corporate L2,Offer1,,763.2,Two-Door Car,Medsize
8126,HY36253,California,8490.284985,No,,Bachelor,1/23/11,Disabled,,28677.0,Rural,Divorced,78.0,3.0,30.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,131.515739,Four-Door Car,Medsize
8127,KA62728,California,8886.610685,No,Premium,High School or Below,1/6/11,Employed,M,87094.0,Rural,Single,113.0,20.0,17.0,1.0,5.0,Personal Auto,Personal L2,Offer3,Agent,64.894362,,Medsize
8128,GH98275,California,4670.953723,No,Basic,College,2/15/11,Unemployed,F,0.0,Urban,Divorced,64.0,25.0,89.0,0.0,4.0,Corporate Auto,Corporate L2,Offer2,Call Center,181.810486,Four-Door Car,
8129,DJ87316,Oregon,10209.9339,No,,High School or Below,1/24/11,Employed,M,43736.0,Suburban,Married,,0.0,88.0,0.0,3.0,Personal Auto,Personal L1,,Branch,614.4,SUV,Medsize
8130,XC85830,Oregon,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379.0,Suburban,Single,103.0,14.0,79.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,494.4,Two-Door Car,Medsize
8131,,California,,No,Basic,High School or Below,,Employed,F,80415.0,Urban,Single,62.0,24.0,15.0,,2.0,Corporate Auto,Corporate L2,Offer1,Agent,281.372658,Two-Door Car,Medsize
8132,,California,3803.79853,No,,High School or Below,1/1/11,Employed,M,26050.0,Suburban,Married,97.0,4.0,51.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,,Four-Door Car,
8133,QC95625,California,12157.32992,Yes,Premium,High School or Below,,Employed,M,57449.0,Suburban,Single,103.0,6.0,28.0,0.0,2.0,Personal Auto,,Offer1,Agent,494.4,,Medsize
8134,DN34058,,28119.28723,No,Extended,Bachelor,1/21/11,Employed,,68211.0,Suburban,Married,99.0,9.0,21.0,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Branch,475.2,Four-Door Car,Small
8135,VS80344,Arizona,8219.358756,No,Premium,Bachelor,2/16/11,Employed,F,28445.0,Urban,Married,103.0,18.0,72.0,0.0,,,Special L3,Offer1,Agent,427.762841,Two-Door Car,Medsize
8136,SJ24275,Nevada,4803.24007,No,Basic,College,,Employed,F,37313.0,Urban,Single,62.0,34.0,39.0,0.0,6.0,Personal Auto,Personal L2,Offer3,Branch,246.57631,,
8137,YB58105,California,10865.86075,No,Premium,High School or Below,2/14/11,Unemployed,M,0.0,Suburban,,110.0,27.0,48.0,1.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,1066.913401,Four-Door Car,Large
8138,BP35803,California,,No,Extended,College,1/17/11,Employed,F,29194.0,Urban,Single,89.0,28.0,31.0,0.0,1.0,,Personal L3,Offer2,Agent,424.466821,Four-Door Car,Medsize
8139,CL73599,Arizona,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,,,Urban,Married,107.0,2.0,74.0,0.0,,Personal Auto,Personal L3,Offer2,Branch,289.040734,SUV,Medsize
8140,ZR22245,Washington,4605.036646,Yes,Basic,College,1/28/11,Medical Leave,F,22571.0,Suburban,Single,63.0,29.0,51.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Web,302.4,Four-Door Car,Large
