,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
2053,AR,87.0,408,No,No,0,185.8,119,31.59,192.3,83.0,16.35,200.0,96,9.0,6.6,4,1.78,1.0,False
2054,MD,102.0,415,No,No,0,129.5,56,22.02,354.2,118.0,30.11,145.5,93,6.55,10.9,3,2.94,1.0,False
2055,MT,49.0,408,No,No,0,236.6,91,40.22,220.9,146.0,18.78,146.8,114,6.61,8.9,2,2.4,1.0,False
2056,VT,67.0,408,No,No,0,260.4,107,,208.2,104.0,17.7,207.9,115,9.36,10.0,2,2.7,6.0,False
2057,CO,107.0,415,No,No,0,167.3,100,28.44,163.9,79.0,13.93,185.9,100,8.37,6.7,5,1.81,2.0,False
2058,WA,118.0,510,No,No,0,113.0,80,19.21,150.1,87.0,12.76,204.3,115,9.19,10.8,4,2.92,2.0,False
2059,TN,120.0,415,No,No,0,185.7,133,31.57,235.1,149.0,19.98,256.4,78,11.54,16.9,6,4.56,0.0,False
2060,AR,94.0,408,No,No,0,136.2,114,23.15,165.1,118.0,14.03,137.9,71,6.21,9.6,5,2.59,,False
2061,DC,115.0,510,No,Yes,29,222.6,81,37.84,190.3,109.0,16.18,201.2,87,9.05,11.5,2,3.11,1.0,False
2062,MN,61.0,415,No,No,0,197.3,67,33.54,264.5,106.0,22.48,210.5,116,9.47,9.0,6,2.43,1.0,False
2063,KS,110.0,510,No,No,0,208.0,69,35.36,95.1,94.0,8.08,178.5,129,8.03,8.0,11,2.16,1.0,False
2064,ND,104.0,415,No,No,0,118.5,92,20.15,177.8,109.0,15.11,255.7,98,11.51,12.1,4,3.27,1.0,False
2065,MT,16.0,510,No,No,0,153.2,65,26.04,229.7,,19.52,148.2,94,6.67,10.7,8,2.89,1.0,False
2066,DC,147.0,408,No,No,0,168.6,92,28.66,187.7,107.0,15.95,216.5,95,9.74,14.4,8,3.89,2.0,False
2067,MS,102.0,510,Yes,No,0,224.2,81,38.11,243.3,,20.68,147.8,66,6.65,12.0,8,3.24,3.0,False
2068,IA,64.0,415,No,Yes,43,118.4,100,20.13,144.1,108.0,12.25,158.1,91,7.11,8.5,6,2.3,1.0,False
2069,AK,103.0,510,No,No,0,190.9,62,32.45,226.6,53.0,19.26,230.1,96,10.35,7.8,3,2.11,2.0,False
2070,MN,152.0,415,No,No,0,317.8,60,54.03,152.9,100.0,13.0,123.4,63,5.55,10.4,7,2.81,1.0,True
2071,WV,124.0,415,No,No,0,312.0,112,53.04,180.0,109.0,15.3,168.6,94,7.59,12.8,4,3.46,1.0,True
2072,OR,97.0,415,No,No,0,146.0,121,24.82,203.0,141.0,17.26,151.8,120,6.83,13.3,2,3.59,,False
2073,MS,131.0,415,No,No,0,131.6,95,22.37,179.3,109.0,15.24,251.2,129,11.3,15.5,3,4.19,1.0,True
2074,ME,57.0,415,No,Yes,33,193.4,105,32.88,231.6,79.0,19.69,226.2,90,10.18,11.1,11,3.0,2.0,False
2075,MN,157.0,510,No,No,0,185.1,92,31.47,213.0,,18.11,196.1,85,8.82,8.5,5,2.3,2.0,False
2076,GA,194.0,510,No,No,0,193.3,106,32.86,169.0,150.0,14.37,225.2,122,,11.8,4,3.19,0.0,False
2077,DC,66.0,415,No,No,0,146.4,107,24.89,196.5,,16.7,230.1,106,,7.8,2,2.11,1.0,False
2078,NY,123.0,415,No,No,0,123.2,104,20.94,190.0,117.0,16.15,170.3,95,7.66,12.9,5,3.48,4.0,True
2079,OK,116.0,510,No,No,0,205.0,90,34.85,140.9,114.0,11.98,272.6,96,12.27,7.5,4,2.03,2.0,False
2080,OK,,415,No,No,0,128.7,78,21.88,240.8,133.0,20.47,237.7,121,10.7,12.8,6,3.46,1.0,False
2081,GA,64.0,510,No,No,0,216.9,78,36.87,211.0,115.0,17.94,179.8,116,8.09,11.4,5,3.08,3.0,False
2082,NJ,96.0,510,No,No,0,150.0,122,25.5,218.5,116.0,18.57,212.4,89,9.56,9.8,1,2.65,3.0,False
2083,ME,105.0,510,No,No,0,212.0,113,36.04,226.6,128.0,19.26,193.6,114,8.71,8.9,7,2.4,3.0,False
2084,MI,53.0,510,No,Yes,37,167.3,99,28.44,194.7,99.0,16.55,236.7,112,10.65,12.0,9,3.24,2.0,False
2085,NE,129.0,510,No,Yes,30,177.3,95,30.14,211.8,102.0,18.0,240.2,108,10.81,9.3,7,2.51,3.0,False
2086,VT,93.0,408,No,No,0,149.6,120,25.43,200.7,85.0,17.06,181.2,107,8.15,14.3,9,3.86,0.0,False
2087,OH,115.0,510,Yes,No,0,345.3,81,58.7,203.4,106.0,17.29,217.5,107,9.79,11.8,8,3.19,1.0,True
2088,AL,25.0,408,No,No,0,264.9,80,45.03,281.2,66.0,23.9,166.1,80,7.47,8.4,4,2.27,1.0,True
2089,DC,73.0,408,No,No,0,122.0,92,20.74,138.3,114.0,11.76,224.2,128,10.09,5.8,5,1.57,1.0,False
2090,DE,97.0,510,No,No,0,225.1,90,38.27,279.5,127.0,23.76,233.8,103,10.52,8.8,4,2.38,0.0,True
2091,NY,148.0,408,No,No,0,208.4,120,35.43,174.4,99.0,14.82,310.7,105,13.98,11.2,4,3.02,1.0,False
2092,AL,85.0,408,No,Yes,30,173.1,107,29.43,247.2,101.0,21.01,158.7,104,7.14,11.5,5,3.11,1.0,False
2093,OK,86.0,510,Yes,No,0,162.4,131,27.61,167.0,102.0,14.2,128.9,118,5.8,11.4,2,3.08,2.0,True
2094,MS,,415,No,Yes,13,281.2,93,47.8,178.2,101.0,15.15,244.2,129,10.99,6.4,5,1.73,2.0,False
2095,MD,106.0,415,No,No,0,208.3,89,35.41,169.4,67.0,14.4,102.0,90,,15.9,4,4.29,3.0,False
2096,AR,145.0,415,No,No,0,224.2,89,38.11,314.9,121.0,26.77,182.9,121,8.23,16.1,3,4.35,1.0,True
2097,IL,91.0,415,No,No,0,189.3,100,32.18,239.3,,20.34,89.7,89,4.04,9.9,3,2.67,3.0,False
2098,UT,,415,No,Yes,24,232.9,90,39.59,152.1,94.0,12.93,344.3,82,15.49,10.7,6,2.89,1.0,False
2099,LA,,415,No,Yes,37,155.0,98,26.35,142.4,105.0,12.1,143.7,117,6.47,5.9,4,1.59,1.0,False
2100,ID,135.0,510,No,No,0,154.4,130,26.25,203.8,,17.32,158.7,59,7.14,11.8,3,3.19,0.0,False
2101,KY,73.0,510,No,No,0,234.7,102,39.9,195.7,110.0,16.63,253.4,71,,8.4,8,2.27,2.0,False
2102,MI,,415,No,No,0,240.0,88,40.8,141.0,117.0,11.99,128.9,137,5.8,7.1,9,1.92,1.0,False
2103,NH,125.0,415,Yes,No,0,298.4,78,50.73,270.5,142.0,22.99,107.3,84,4.83,12.2,2,3.29,0.0,True
2104,WV,100.0,415,No,No,0,166.0,102,28.22,236.1,97.0,20.07,134.3,93,,10.9,4,2.94,1.0,False
2105,SD,64.0,415,No,No,0,174.5,98,29.67,180.2,103.0,15.32,179.0,89,8.06,10.7,2,2.89,,False
2106,MD,116.0,510,Yes,Yes,27,175.5,137,29.84,210.6,60.0,17.9,294.8,121,13.27,6.9,5,1.86,1.0,False
2107,ND,147.0,408,Yes,Yes,35,157.5,109,26.78,189.6,67.0,16.12,227.0,76,10.22,11.1,2,3.0,3.0,True
2108,MO,84.0,415,No,Yes,35,207.5,138,35.28,201.0,116.0,17.09,164.5,107,7.4,7.5,16,2.03,4.0,False
2109,IL,86.0,510,No,Yes,16,144.8,105,24.62,206.2,,17.53,255.4,117,11.49,11.6,2,3.13,4.0,False
2110,UT,,415,No,No,0,258.8,85,44.0,129.5,114.0,11.01,193.6,106,8.71,10.9,7,2.94,2.0,False
2111,MI,105.0,415,No,No,0,226.9,106,38.57,182.2,,15.49,203.9,107,9.18,11.6,2,3.13,0.0,True
2112,AR,88.0,408,No,No,0,152.9,119,25.99,171.2,107.0,14.55,257.0,106,11.57,12.0,5,3.24,2.0,False
2113,AK,86.0,408,No,No,0,150.8,85,25.64,295.9,88.0,25.15,247.2,104,11.12,12.5,1,3.38,,False
2114,NH,141.0,415,No,Yes,32,322.4,92,54.81,283.2,107.0,24.07,209.5,111,9.43,6.7,3,1.81,1.0,True
2115,NM,148.0,408,No,No,0,153.6,148,,262.1,87.0,22.28,225.5,99,10.15,9.8,3,2.65,2.0,False
2116,MN,163.0,408,No,Yes,22,215.1,91,36.57,138.9,102.0,11.81,146.2,109,,12.4,2,3.35,2.0,False
2117,IA,89.0,415,No,Yes,35,174.4,108,29.65,196.7,100.0,16.72,127.4,74,5.73,11.8,3,3.19,1.0,False
2118,RI,63.0,415,No,No,0,180.5,126,30.69,230.0,98.0,19.55,232.5,73,10.46,10.6,3,2.86,0.0,False
2119,AL,102.0,415,No,No,0,123.1,106,20.93,182.0,102.0,15.47,244.6,75,11.01,12.6,7,3.4,2.0,False
2120,SD,104.0,408,No,No,0,200.2,92,34.03,118.7,87.0,10.09,236.6,65,10.65,6.0,6,1.62,2.0,False
2121,MT,63.0,415,No,Yes,33,184.2,111,31.31,312.6,89.0,26.57,264.0,55,11.88,12.2,4,3.29,1.0,False
2122,KY,105.0,415,No,Yes,24,274.7,99,46.7,193.5,118.0,16.45,299.6,109,13.48,10.8,3,2.92,3.0,False
2123,DC,68.0,415,Yes,Yes,39,142.0,140,24.14,241.6,89.0,20.54,302.0,72,,11.3,5,3.05,1.0,False
2124,CO,63.0,408,Yes,Yes,21,151.5,99,25.76,147.8,89.0,12.56,210.4,114,9.47,10.0,4,2.7,1.0,False
2125,KS,91.0,408,Yes,No,0,246.4,110,41.89,182.0,98.0,15.47,157.6,106,7.09,12.1,2,3.27,2.0,True
2126,NC,101.0,415,No,No,0,232.7,114,39.56,186.4,,15.84,153.3,122,6.9,11.5,6,3.11,5.0,False
2127,SC,116.0,408,No,No,0,288.0,120,48.96,255.8,90.0,21.74,233.4,99,10.5,13.4,4,3.62,0.0,True
2128,CO,131.0,415,No,Yes,23,170.8,145,29.04,236.7,,20.12,294.5,100,13.25,12.7,1,3.43,1.0,False
2129,MN,84.0,415,No,No,0,216.1,114,36.74,197.5,107.0,16.79,217.8,104,9.8,9.8,3,2.65,1.0,False
2130,WY,104.0,415,No,No,0,138.7,100,23.58,215.4,58.0,18.31,164.3,98,7.39,4.9,4,1.32,,False
2131,FL,108.0,510,No,No,0,210.7,112,35.82,238.7,,20.29,253.6,90,11.41,9.2,5,2.48,3.0,False
2132,NY,111.0,415,No,No,0,181.8,117,30.91,158.1,91.0,13.44,266.2,123,11.98,9.7,9,2.62,0.0,False
2133,OK,155.0,408,No,Yes,30,61.6,103,10.47,255.1,110.0,21.68,225.9,96,,12.4,5,3.35,1.0,False
2134,ME,66.0,510,No,No,0,207.7,85,35.31,196.7,112.0,16.72,261.7,83,11.78,6.8,3,1.84,1.0,False
2135,NE,64.0,510,No,No,0,219.2,73,37.26,167.0,65.0,14.2,161.4,119,7.26,10.0,5,2.7,1.0,False
2136,OH,69.0,415,No,No,0,227.0,122,38.59,258.7,111.0,21.99,169.7,87,7.64,8.9,1,2.4,2.0,False
2137,DC,,415,No,No,0,257.3,84,43.74,184.8,115.0,15.71,108.9,109,4.9,13.5,7,3.65,0.0,False
2138,OK,15.0,415,No,No,0,121.1,130,20.59,216.0,86.0,18.36,235.1,33,10.58,16.1,5,4.35,2.0,False
2139,NJ,88.0,415,No,No,0,301.5,136,51.26,257.7,72.0,21.9,132.9,118,,13.4,2,3.62,4.0,True
2140,IA,197.0,415,No,No,0,233.9,96,39.76,218.9,111.0,18.61,182.9,109,8.23,9.5,3,2.57,,False
2141,VA,50.0,415,Yes,No,0,99.6,108,16.93,308.7,102.0,26.24,161.2,62,7.25,13.7,6,3.7,2.0,True
2142,VA,172.0,510,No,No,0,169.8,123,28.87,183.1,94.0,15.56,395.0,72,17.77,12.7,7,3.43,2.0,False
2143,NM,188.0,415,Yes,Yes,26,198.8,115,33.8,166.6,67.0,14.16,198.5,118,,14.4,3,3.89,,True
2144,FL,85.0,408,Yes,No,0,116.2,86,19.75,229.7,,19.52,204.2,109,9.19,10.1,3,2.73,3.0,False
2145,RI,103.0,510,Yes,No,0,255.9,128,43.5,140.9,92.0,11.98,308.9,130,13.9,12.1,2,3.27,1.0,True
2146,NJ,136.0,408,No,Yes,27,187.7,84,,221.0,147.0,18.79,145.7,110,6.56,10.0,4,2.7,3.0,False
2147,NE,155.0,408,No,Yes,21,195.9,91,33.3,213.9,84.0,18.18,88.2,111,3.97,8.6,4,2.32,0.0,False
2148,WV,145.0,415,No,No,0,129.4,97,22.0,185.4,101.0,15.76,204.7,106,9.21,1.1,2,0.3,2.0,False
2149,WY,,510,No,Yes,12,221.0,108,,151.0,118.0,12.84,179.0,80,8.06,9.0,6,2.43,2.0,False
2150,SC,,408,No,No,0,140.5,92,23.89,186.8,96.0,15.88,227.0,89,10.22,9.5,5,2.57,2.0,False
2151,MS,65.0,415,Yes,No,0,277.9,123,47.24,155.8,112.0,13.24,256.9,71,,9.2,10,2.48,0.0,True
2152,ND,180.0,415,No,No,0,224.9,105,38.23,250.0,101.0,21.25,216.1,73,9.72,6.7,5,1.81,3.0,True
2153,IL,,415,No,No,0,109.1,117,18.55,217.4,124.0,18.48,188.4,141,8.48,12.8,6,3.46,0.0,False
2154,OR,,415,No,No,0,207.8,109,35.33,123.5,112.0,10.5,291.6,115,13.12,5.7,9,1.54,0.0,False
2155,IA,44.0,415,No,No,0,308.6,139,52.46,150.8,94.0,12.82,198.7,66,8.94,7.3,3,1.97,4.0,True
2156,ME,25.0,510,No,No,0,242.6,69,41.24,209.0,117.0,17.77,219.7,82,9.89,14.4,6,3.89,2.0,False
2157,WY,145.0,408,No,No,0,229.6,82,39.03,138.1,103.0,11.74,250.8,109,11.29,3.3,3,0.89,1.0,False
2158,WI,122.0,510,No,Yes,28,166.0,62,28.22,233.9,88.0,19.88,170.1,84,7.65,7.7,3,2.08,2.0,False
2159,SC,121.0,415,No,No,0,144.8,126,24.62,200.6,82.0,17.05,208.8,81,9.4,13.3,9,3.59,0.0,True
2160,DC,55.0,510,Yes,No,0,106.1,77,18.04,123.5,100.0,10.5,96.4,92,4.34,12.9,3,3.48,0.0,False
2161,CT,77.0,415,No,No,0,221.8,84,37.71,166.0,125.0,14.11,210.2,72,9.46,13.2,4,3.56,1.0,False
2162,OR,12.0,415,No,No,0,204.6,98,34.78,212.5,90.0,18.06,182.1,95,8.19,9.8,7,2.65,2.0,False
2163,OR,64.0,510,No,No,0,213.5,93,36.3,166.6,114.0,14.16,122.0,78,5.49,14.1,3,3.81,3.0,False
2164,NV,92.0,415,No,Yes,44,152.0,95,25.84,274.9,73.0,23.37,162.4,121,7.31,10.0,1,2.7,2.0,False
2165,MN,125.0,415,Yes,Yes,29,260.8,81,44.34,163.7,112.0,13.91,271.7,117,12.23,17.0,6,4.59,1.0,True
2166,OK,160.0,408,No,No,0,166.4,117,28.29,317.0,129.0,26.95,160.4,121,7.22,10.0,2,2.7,1.0,False
2167,KS,79.0,415,No,No,0,177.9,83,30.24,167.3,84.0,14.22,223.7,142,10.07,15.2,8,4.1,0.0,False
2168,RI,36.0,415,No,No,0,235.1,97,39.97,196.8,104.0,16.73,259.7,110,11.69,7.0,7,1.89,,False
2169,IL,138.0,408,Yes,No,0,268.4,81,45.63,174.4,115.0,14.82,193.5,96,8.71,11.6,4,3.13,1.0,False
2170,WI,,408,No,No,0,179.9,113,30.58,149.8,112.0,12.73,168.2,79,7.57,9.8,7,2.65,2.0,False
2171,MI,74.0,415,No,No,0,314.1,86,53.4,222.4,99.0,18.9,259.0,121,11.66,12.3,5,3.32,3.0,True
2172,MI,134.0,415,No,Yes,41,162.0,82,,324.7,77.0,27.6,160.1,112,7.2,11.9,5,3.21,0.0,False
2173,MA,145.0,415,No,No,0,175.8,89,29.89,274.3,119.0,23.32,226.6,69,,12.4,4,3.35,1.0,False
2174,AL,136.0,510,No,No,0,109.4,91,18.6,207.5,111.0,17.64,135.0,107,6.08,11.6,5,3.13,0.0,False
2175,WI,66.0,415,Yes,No,0,208.7,84,35.48,173.3,88.0,14.73,264.7,107,11.91,8.3,3,2.24,,False
2176,VT,152.0,510,No,Yes,20,214.6,108,36.48,96.6,82.0,8.21,170.7,145,7.68,7.9,5,2.13,1.0,False
2177,CT,162.0,408,No,No,0,49.2,121,8.36,143.9,136.0,12.23,203.0,97,,12.1,13,3.27,,False
2178,OR,72.0,510,No,No,0,141.3,133,24.02,134.9,96.0,11.47,227.5,97,10.24,11.2,3,3.02,2.0,False
2179,HI,101.0,415,No,No,0,253.2,89,43.04,237.9,114.0,20.22,154.3,85,6.94,9.7,7,2.62,4.0,False
2180,WV,125.0,415,No,No,0,206.0,128,35.02,198.1,71.0,16.84,135.9,116,6.12,13.2,3,3.56,0.0,False
2181,RI,46.0,408,No,No,0,40.4,105,,172.4,83.0,14.65,145.1,89,6.53,9.0,2,2.43,2.0,False
2182,MI,132.0,408,No,No,0,291.2,104,49.5,234.2,132.0,19.91,191.7,87,,8.9,3,2.4,,True
2183,ME,193.0,415,No,Yes,31,71.2,58,12.1,124.7,105.0,10.6,155.5,108,7.0,11.7,3,3.16,0.0,False
2184,WV,63.0,510,No,No,0,261.8,69,44.51,245.0,135.0,20.83,202.1,94,9.09,14.7,4,3.97,0.0,True
2185,NE,124.0,510,No,No,0,191.3,134,32.52,261.5,113.0,22.23,182.3,111,8.2,10.0,3,2.7,1.0,False
2186,DC,144.0,415,No,No,0,133.3,101,22.66,255.5,127.0,21.72,228.6,68,10.29,11.6,2,3.13,0.0,False
2187,NH,97.0,408,No,Yes,28,283.1,93,48.13,185.4,98.0,15.76,312.8,78,14.08,6.1,8,1.65,1.0,False
2188,WV,137.0,510,No,Yes,50,186.5,94,31.71,178.0,106.0,15.13,215.6,100,9.7,12.1,4,3.27,2.0,False
2189,IL,142.0,415,No,Yes,38,163.3,104,27.76,136.0,114.0,11.56,249.1,127,11.21,4.3,6,1.16,0.0,False
2190,NH,119.0,415,No,Yes,19,178.1,110,,212.8,100.0,18.09,226.3,123,10.18,10.0,6,2.7,1.0,False
2191,MI,158.0,415,No,No,0,195.9,103,33.3,89.1,95.0,7.57,302.2,82,13.6,10.3,3,2.78,1.0,False
2192,ND,50.0,415,No,No,0,295.3,127,50.2,127.4,100.0,10.83,166.8,105,7.51,9.6,6,2.59,1.0,False
2193,LA,98.0,408,No,No,0,136.1,82,23.14,156.3,118.0,13.29,158.8,83,7.15,10.1,5,2.73,2.0,False
2194,HI,101.0,415,No,Yes,24,114.1,95,,161.5,86.0,13.73,176.3,90,7.93,13.0,9,3.51,,False
2195,WV,51.0,408,No,No,0,169.3,111,28.78,139.5,69.0,11.86,197.0,87,8.87,12.0,3,3.24,0.0,False
2196,NC,117.0,510,No,No,0,214.4,94,,138.0,,11.73,148.7,102,6.69,9.9,1,2.67,2.0,False
2197,PA,92.0,415,Yes,No,0,255.8,125,43.49,142.7,111.0,12.13,181.2,101,8.15,11.7,3,3.16,0.0,False
2198,MI,86.0,408,No,No,0,148.2,71,25.19,285.1,91.0,24.23,166.4,155,7.49,6.2,3,1.67,,False
2199,WY,122.0,415,No,No,0,119.3,93,20.28,223.9,103.0,19.03,211.9,122,9.54,8.7,4,2.35,2.0,False
2200,NJ,156.0,408,No,Yes,27,192.3,137,32.69,199.9,,16.99,244.2,112,,14.8,8,4.0,1.0,False
2201,NJ,127.0,510,No,No,0,245.2,91,41.68,217.2,,18.46,243.1,128,10.94,13.9,6,3.75,0.0,True
2202,NC,,408,Yes,No,0,216.2,106,36.75,363.7,86.0,30.91,126.7,123,5.7,16.9,2,4.56,5.0,True
2203,NM,158.0,408,No,No,0,172.4,114,29.31,256.6,69.0,21.81,235.3,104,10.59,0.0,0,0.0,2.0,False
2204,MS,145.0,510,Yes,Yes,30,175.3,107,29.8,153.3,116.0,13.03,233.6,85,10.51,11.1,3,3.0,1.0,False
2205,TX,,415,Yes,Yes,26,169.0,104,28.73,188.8,104.0,16.05,213.3,76,9.6,13.3,3,3.59,0.0,True
2206,OK,127.0,510,No,Yes,27,2.6,113,0.44,254.0,102.0,21.59,242.7,156,10.92,9.2,5,2.48,3.0,False
2207,ID,109.0,415,No,No,0,184.1,143,31.3,211.7,105.0,17.99,243.0,116,10.93,9.9,2,2.67,1.0,False
2208,AL,88.0,415,No,No,0,181.9,90,30.92,151.5,87.0,12.88,143.0,100,,7.5,3,2.03,1.0,False
2209,WY,101.0,510,No,Yes,9,160.1,116,27.22,210.0,121.0,17.85,139.1,65,6.26,10.8,9,2.92,0.0,False
2210,VA,21.0,415,No,No,0,223.2,142,37.94,216.5,114.0,18.4,214.7,111,9.66,12.4,2,3.35,1.0,False
2211,WV,,408,No,Yes,31,216.0,94,36.72,225.1,123.0,19.13,234.7,109,10.56,10.7,1,2.89,2.0,False
2212,CA,33.0,408,No,No,0,159.5,115,,195.4,118.0,16.61,102.4,86,4.61,7.1,7,1.92,1.0,False
2213,PA,61.0,408,No,Yes,40,105.0,78,17.85,180.6,100.0,15.35,174.1,115,,10.2,2,2.75,,True
2214,CO,,415,No,No,0,204.5,108,34.77,162.4,110.0,13.8,155.0,102,6.98,13.4,1,3.62,3.0,False
2215,MD,147.0,408,No,No,0,274.0,92,,231.8,82.0,19.7,283.6,83,12.76,6.2,1,1.67,0.0,True
2216,AL,,415,No,No,0,229.9,116,39.08,202.4,110.0,17.2,171.4,105,7.71,14.2,6,3.83,1.0,False
2217,MI,,415,No,No,0,179.4,94,30.5,270.4,92.0,22.98,191.0,88,8.59,7.9,4,2.13,0.0,False
2218,OH,134.0,415,No,No,0,7.8,86,1.33,171.4,,14.57,186.5,80,8.39,12.9,2,3.48,2.0,False
2219,IN,96.0,415,No,Yes,23,183.1,88,31.13,147.4,89.0,12.53,350.2,108,15.76,11.3,7,3.05,1.0,False
2220,SC,107.0,415,No,No,0,206.9,79,35.17,262.4,117.0,22.3,149.3,69,6.72,10.7,3,2.89,0.0,False
2221,KS,123.0,415,No,No,0,140.0,106,23.8,153.7,101.0,13.06,50.1,87,2.25,12.5,1,3.38,,False
2222,OK,35.0,415,No,No,0,179.2,59,30.46,283.3,101.0,24.08,285.4,83,12.84,5.8,7,1.57,2.0,False
2223,IL,137.0,408,Yes,No,0,237.3,103,40.34,176.7,84.0,15.02,263.4,81,11.85,14.2,4,3.83,0.0,True
2224,TN,88.0,415,No,No,0,181.5,116,30.86,187.0,119.0,15.9,220.3,96,9.91,10.5,7,2.84,1.0,False
2225,NC,116.0,408,No,Yes,19,155.7,104,26.47,185.4,118.0,15.76,192.7,116,,8.2,2,2.21,3.0,False
2226,RI,123.0,510,No,Yes,23,245.0,88,41.65,265.0,105.0,22.53,239.7,108,10.79,14.9,3,4.02,,False
2227,VA,146.0,415,Yes,No,0,111.1,126,18.89,313.4,,26.64,215.7,82,9.71,10.5,6,2.84,1.0,False
2228,KY,,510,No,Yes,9,88.5,100,15.05,324.8,109.0,27.61,79.9,86,3.6,8.2,4,2.21,3.0,False
2229,NV,121.0,408,No,Yes,44,116.0,85,,150.1,,12.76,246.8,98,11.11,12.0,2,3.24,1.0,False
2230,WI,,510,No,No,0,155.5,81,26.44,133.1,94.0,11.31,253.1,77,11.39,9.1,2,2.46,1.0,False
2231,NE,67.0,510,No,Yes,31,175.2,68,29.78,199.2,73.0,16.93,219.8,99,9.89,13.2,6,3.56,1.0,False
2232,WI,161.0,408,No,No,0,154.7,84,26.3,177.8,125.0,15.11,172.9,90,7.78,5.9,2,1.59,4.0,True
2233,ME,62.0,415,Yes,Yes,32,218.4,93,37.13,236.7,132.0,20.12,192.2,137,8.65,13.2,3,3.56,0.0,True
2234,WY,120.0,415,No,Yes,24,227.5,81,38.68,234.9,,19.97,166.4,128,7.49,9.0,13,2.43,1.0,False
2235,IN,,408,No,Yes,30,185.0,117,31.45,249.5,,21.21,157.8,103,7.1,7.4,7,2.0,0.0,False
2236,WI,20.0,408,No,No,0,186.8,89,31.76,253.4,,21.54,273.1,105,12.29,12.3,6,3.32,2.0,False
2237,CA,112.0,415,No,No,0,208.7,150,35.48,212.8,104.0,18.09,178.1,98,8.01,8.5,4,2.3,0.0,False
2238,IN,77.0,408,No,No,0,185.9,95,31.6,212.0,98.0,18.02,282.3,81,12.7,11.3,4,3.05,3.0,False
2239,SC,,415,No,No,0,222.5,74,37.83,169.7,75.0,14.42,264.3,94,11.89,9.0,3,2.43,2.0,False
2240,IN,108.0,415,No,No,0,201.1,101,34.19,170.7,86.0,14.51,237.4,113,10.68,11.6,3,3.13,3.0,False
2241,IA,79.0,415,No,Yes,17,167.9,114,28.54,243.7,93.0,20.71,211.9,114,9.54,9.1,2,2.46,1.0,False
2242,MN,,510,No,No,0,175.7,109,29.87,211.8,97.0,18.0,137.9,109,6.21,9.2,3,2.48,5.0,True
2243,AR,109.0,415,No,Yes,29,111.2,90,18.9,263.5,98.0,22.4,224.7,128,10.11,9.0,6,2.43,6.0,True
2244,MS,78.0,415,No,No,0,87.7,74,14.91,214.8,58.0,18.26,201.3,147,9.06,10.8,6,2.92,1.0,False
2245,MN,134.0,415,No,No,0,244.1,99,41.5,246.9,,20.99,200.0,133,9.0,7.2,2,1.94,0.0,False
2246,WA,47.0,415,No,Yes,27,165.0,89,28.05,127.3,,10.82,284.4,95,12.8,7.7,4,2.08,2.0,False
2247,MS,59.0,408,No,Yes,27,127.4,110,21.66,103.3,99.0,8.78,164.2,73,7.39,9.1,3,2.46,0.0,False
2248,ID,151.0,415,No,No,0,194.8,106,33.12,292.7,103.0,24.88,224.6,82,10.11,5.5,3,1.49,0.0,False
2249,NC,129.0,415,No,No,0,54.7,131,9.3,256.1,105.0,21.77,176.6,135,7.95,11.1,4,3.0,1.0,False
2250,VA,,510,No,Yes,27,283.4,104,,224.1,152.0,19.05,241.3,63,,14.4,7,3.89,2.0,False
2251,MT,137.0,408,Yes,No,0,258.0,112,43.86,246.5,117.0,20.95,173.2,100,7.79,10.9,3,2.94,0.0,True
2252,MI,,510,No,No,0,90.5,142,15.39,211.7,,17.99,194.9,76,8.77,9.3,2,2.51,1.0,False
2253,HI,24.0,415,No,No,0,235.6,132,40.05,115.9,129.0,9.85,185.4,136,8.34,16.2,2,4.37,0.0,False
2254,NC,,408,No,No,0,142.5,82,24.23,231.4,110.0,19.67,131.2,67,5.9,10.0,4,2.7,2.0,False
2255,MN,30.0,408,No,No,0,54.0,68,9.18,179.3,96.0,15.24,247.2,101,11.12,10.2,8,2.75,1.0,False
2256,WV,70.0,415,No,No,0,214.8,87,36.52,131.0,114.0,11.14,216.9,104,9.76,9.4,3,2.54,3.0,False
2257,SD,52.0,510,Yes,No,0,251.4,118,42.74,196.6,80.0,16.71,192.0,53,8.64,11.0,2,2.97,0.0,True
2258,HI,3.0,408,No,No,0,139.0,99,23.63,250.7,108.0,21.31,286.2,87,12.88,6.1,3,1.65,4.0,False
2259,MS,38.0,415,No,No,0,117.3,114,19.94,208.7,105.0,17.74,203.4,98,9.15,14.4,2,3.89,2.0,False
2260,NY,104.0,415,No,No,0,264.0,108,44.88,132.2,75.0,11.24,177.7,91,8.0,10.6,8,2.86,,False
2261,LA,27.0,408,No,No,0,82.6,105,14.04,204.0,99.0,17.34,224.2,122,,9.1,4,2.46,1.0,False
2262,MA,13.0,408,No,No,0,220.4,100,37.47,211.2,79.0,17.95,259.3,112,11.67,13.6,8,3.67,2.0,False
2263,AK,52.0,408,No,No,0,217.0,104,36.89,152.3,83.0,12.95,134.3,109,6.04,11.8,4,3.19,2.0,False
2264,SD,114.0,415,No,Yes,25,129.0,77,21.93,290.0,110.0,24.65,177.1,110,7.97,11.6,5,3.13,1.0,False
